"","date","BLOCK","SUB_BLOCK","VINE","LEAF","round","day","year","treatment","hhmmss","E","A","Ci","gsw","Fv.Fm","Tleaf","Tair","VPDleaf","RHcham","DarkAdaptedID","Fo","Fm","Fv","Adark","LightAdaptedID","Fs","Fm.","PhiPS2","PS2.1","Qabs_fs","Afs","ETR","Fv..Fm.","PhiCO2","NPQ","DarkPulseID","Fo.","Fv.","qP","qN","qP_Fo","qN_Fo","block_id","leaf_temp","Leak","wrong_vine","pixel_number","stem_wp_MPa","leaf_wp_MPa"
"11",2020-05-27,"B1R1","_NE","_5.3","_3",5,148,2020,1,"17:33:40","0.006163943","7.524386997","277.9676952","0.142347065",0.837706822,"43.6383871","43.73646774","4.164824637","53.35791353","RECT-909-20200527-06_22_07",339.4313126,2091.47,1752.038687,"0.724919942","RECT-1152-20200527-17_33_41",705.94452,992.42,"0.28866355",0.5,"1348.791776","7.524386997","194.6735109","0.998629612","0.005041154","1.107444429","DARK-1153-20200527-17_33_43",1.36,991.06,"0.289059673",0.525833569,0.438714308,0.627297792,NA,NA,NA,NA,NA,NA,NA
"12",2020-05-27,"B1R1","_NE","_5.4","_1",2,148,2020,1,"08:36:29","0.010060906","16.30328382","280.9141434","0.349494518",0.801830668,"30.92423871","32.17614839","3.004316984","30.8447311","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-528-20200527-08_36_30",974.1135,1425.27,"0.316541076",0.5,"842.996807","16.30328382","133.4215584","0.989630035","0.019821962","1.544668729","DARK-529-20200527-08_36_32",14.78,1410.49,"0.319857993",0.609505379,0.638542075,0.757044553,NA,NA,NA,NA,NA,NA,NA
"13",2020-05-27,"B1R1","_NE","_5.4","_2",2,148,2020,1,"08:38:47","0.009775253","17.09140168","275.1827379","0.342595179",0.801830668,"30.60127742","32.50069355","2.976353259","29.18254812","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-530-20200527-08_38_48",1027.9512,1600.64,"0.357787385",0.5,"843.0031341","17.09140168","150.8079435","0.590807427","0.020756706","1.265868653","DARK-531-20200527-08_38_50",654.97,945.67,"0.605590534",0.681792945,0.649372159,0.696740814,NA,NA,NA,NA,NA,NA,NA
"14",2020-05-27,"B1R1","_NE","_5.4","_3",2,148,2020,1,"08:40:19","0.010068647","18.16506535","264.2058137","0.328914277",0.801830668,"31.43016774","32.68750323","3.182043857","29.03209542","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-532-20200527-08_40_20",1059.443077,1681.59,"0.369975394",0.5,"842.9821294","18.16506535","155.9413228","0.581069107","0.022030873","1.156792084","DARK-533-20200527-08_40_22",704.47,977.12,"0.636714961",0.665641243,0.646143706,0.66890488,NA,NA,NA,NA,NA,NA,NA
"15",2020-05-27,"B1R1","_SE","_5.10","_1",1,148,2020,1,"05:24:15","0.000438002","-0.88489595","428.0673969","0.041916181",0.954952144,"19.35824194","20.84103226","1.050666618","48.72436446","RECT-897-20200527-05_24_16",186.4075776,4137.99,3951.582422,"-0.88489595","-",0,0,"#DIV/0!",0.5,"0.020994792","-0.88489595","#DIV/0!","#DIV/0!","4.47901E-12","#DIV/0!","-",0,0,"#DIV/0!",1,0,1.047172894,"B1R1_SE",NA,"no","no",15,NA,-0.21
"16",2020-05-27,"B1R1","_SE","_5.10","_1",2,148,2020,1,"08:47:51","0.007787839","13.60334029","284.5550969","0.283571599",0.837706822,"35.93729333","36.82805333","2.78456786","50.65164437","RECT-909-20200527-06_22_07",339.4313126,2091.47,1752.038687,"0.724919942","RECT-916-20200527-08_47_51",813.21692,1209.02,"0.32737513",0.5,"842.9802728","13.60334029","137.9853883","0.507989942","0.01527725","0.72988867","DARK-917-20200527-08_47_53",594.85,614.17,"0.644451992",0.58962863,0.455161257,0.503670385,"B1R1_SE",31.6,"no","no",15,NA,-0.72
"17",2020-05-27,"B1R1","_SE","_5.10","_1",3,148,2020,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1R1_SE",33.4,"no","no",15,NA,-0.36
"18",2020-05-27,"B1R1","_SE","_5.10","_1",4,148,2020,1,"14:13:56","0.010632441","13.83037733","273.3320476","0.274646872",0.837706822,"42.51517419","43.60293548","3.832670716","51.72215281","RECT-909-20200527-06_22_07",339.4313126,2091.47,1752.038687,"0.724919942","RECT-1070-20200527-14_13_57",723.3621154,990.5,"0.269700035",0.5,"1348.78297","13.83037733","181.883407","0.37224634","0.009716506","1.111529531","DARK-1071-20200527-14_13_59",621.79,368.71,"0.724520313",0.749122258,0.410306761,0.628393658,"B1R1_SE",34.5,"no","no",15,-0.75,-1.25
"19",2020-05-27,"B1R1","_SE","_5.10","_1",5,148,2020,1,"17:32:23","0.010723328","14.29055071","265.3838533","0.262378775",0.801830668,"43.43024667","44.72905333","4.023944304","51.14421877","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-800-20200527-17_32_25",864.4010769,1235.98,"0.300635061",0.5,"1348.781262","14.29055071","202.7454687","0.418251104","0.010896591","1.934384052","DARK-801-20200527-17_32_26",719.03,516.95,"0.718790837",0.822220159,0.718371808,0.822134904,"B1R1_SE",31.3,"no","no",15,NA,-0.89
"20",2020-05-27,"B1R1","_SE","_5.10","_2",2,148,2020,1,"08:49:30","0.007011282","10.76590705","294.5392189","0.244952964",0.837706822,"36.29796","37.01697333","2.879906605","50.50698839","RECT-909-20200527-06_22_07",339.4313126,2091.47,1752.038687,"0.724919942","RECT-918-20200527-08_49_30",897.4665385,1173.35,"0.23512461",0.5,"842.989445","10.76590705","99.10378238","0.468334257","0.011911166","0.782477522","DARK-919-20200527-08_49_32",623.83,549.52,"0.502044442",0.625575754,0.330827772,0.524029524,NA,NA,NA,NA,NA,NA,NA
"21",2020-05-27,"B1R1","_SE","_5.10","_2",4,148,2020,1,"14:15:46","0.00989684","14.19016373","266.7377684","0.259354782",0.837706822,"42.38126","43.69411333","3.768763832","51.5278826","RECT-909-20200527-06_22_07",339.4313126,2091.47,1752.038687,"0.724919942","RECT-1072-20200527-14_15_47",863.7882,1185.08,"0.271114018",0.5,"1348.776","14.19016373","182.8360401","0.386168022","0.009983306","0.764834442","DARK-1073-20200527-14_15_49",727.44,457.64,"0.70206232",0.664494183,0.379935314,0.517334467,NA,NA,NA,NA,NA,NA,NA
"22",2020-05-27,"B1R1","_SE","_5.10","_2",5,148,2020,1,"17:34:05","0.01100079","13.61200542","273.2087722","0.272245705",0.801830668,"43.17158667","44.72586","3.98978312","50.25846932","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-802-20200527-17_34_07",721.7598077,1042.6,"0.307730858",0.5,"1348.792701","13.61200542","207.5325674","0.442298101","0.010393422","2.47864953","DARK-803-20200527-17_34_09",581.46,461.14,"0.695754418",0.848577189,0.990640282,0.888631666,NA,NA,NA,NA,NA,NA,NA
"23",2020-05-27,"B1R1","_SE","_5.10","_3",2,148,2020,1,"08:51:31","0.008919296","16.91823148","274.6772217","0.330751675",0.837706822,"35.9434871","37.07904194","2.756160456","50.44286791","RECT-909-20200527-06_22_07",339.4313126,2091.47,1752.038687,"0.724919942","RECT-920-20200527-08_51_32",805.1400385,1335.41,"0.397084013",0.5,"842.9603619","16.91823148","167.3630416","0.534817022","0.019210051","0.566163201","DARK-921-20200527-08_51_34",621.21,714.2,"0.742467042",0.514235577,0.532410952,0.431531567,NA,NA,NA,NA,NA,NA,NA
"24",2020-05-27,"B1R1","_SE","_5.10","_3",4,148,2020,1,"14:17:16","0.010904354","16.12327442","262.0793142","0.288819086",0.837706822,"42.72074194","43.80865484","3.741628065","53.18909294","RECT-909-20200527-06_22_07",339.4313126,2091.47,1752.038687,"0.724919942","RECT-1074-20200527-14_17_17",815.0621923,1182.95,"0.310991849",0.5,"1348.768937","16.12327442","209.7280728","-0.359685532","0.011416599","0.768012173","DARK-1075-20200527-14_17_19",1608.44,-425.49,"-0.864621513",1.880876964,0.436134745,0.518550193,NA,NA,NA,NA,NA,NA,NA
"25",2020-05-27,"B1R1","_SE","_5.10","_3",5,148,2020,1,"17:35:13","0.01266652","17.53732631","260.2851881","0.320504022",0.801830668,"43.11748","44.53785667","3.935775994","51.06031904","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-804-20200527-17_35_15",887.3258,1362.38,"0.348694344",0.5,"1348.773921","17.53732631","235.1549186","0.493467315","0.013303855","1.662135381","DARK-805-20200527-17_35_17",690.09,672.29,"0.706620952",0.771076871,0.738061158,0.778670271,NA,NA,NA,NA,NA,NA,NA
"26",2020-05-27,"B1R1","_SE","_5.9","_1",3,148,2020,1,"11:05:58","0.009571831","19.37638654","254.0704733","0.316963727",0.801830668,"38.29206","38.99358333","3.061559707","52.70069345","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-606-20200527-11_05_59",882.67148,1331.35,"0.337010193",0.5,"1348.788951","19.37638654","227.2778121","0.998625455","0.014667197","1.724182221","DARK-607-20200527-11_06_01",1.83,1329.52,"0.337474066",0.633236874,0.732391031,0.789340426,NA,NA,NA,NA,NA,NA,NA
"27",2020-05-27,"B1R1","_SE","_5.9","_2",3,148,2020,1,"11:08:35","0.011043044","18.67367137","271.0287339","0.371051966",0.801830668,"37.95318065","39.34752581","3.050254823","50.14804626","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-608-20200527-11_08_36",865.5477308,1205.53,"0.282018921",0.5,"1348.801765","18.67367137","190.1938089","1.056929317","0.014146065","2.008502484","DARK-609-20200527-11_08_38",-68.63,1274.16,"0.266828553",0.655210298,0.698400154,0.832605616,NA,NA,NA,NA,NA,NA,NA
"28",2020-05-27,"B1R1","_SE","_5.9","_3",3,148,2020,1,"11:09:58","0.010383892","20.43977804","252.716682","0.338203083",0.801830668,"38.2466871","39.49759677","3.126419693","50.16473756","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-610-20200527-11_09_59",939.08804,1394.45,"0.326553093",0.5,"1348.782395","20.43977804","220.2245311","1.338563591","0.015455677","1.600910753","DARK-611-20200527-11_10_01",-472.11,1866.56,"0.243957848",0.544624843,0.673889959,0.767642496,NA,NA,NA,NA,NA,NA,NA
"29",2020-05-27,"B1R1","_SW","_5.8","_1",1,148,2020,1,"05:19:19","7.14962E-05","-0.548439031","526.9381993","0.006538672",0.963720981,"19.32179677","20.73166774","1.084783686","47.45570754","RECT-896-20200527-05_19_20",143.1366923,3945.44,3802.303308,"-0.548439031","-",0,0,"#DIV/0!",0.5,"0.020994792","-0.548439031","#DIV/0!","#DIV/0!","3.1554E-11","#DIV/0!","-",0,0,"#DIV/0!",1,0,1.037644733,"B1R1_SW",NA,"no","no",6,NA,-0.13
"30",2020-05-27,"B1R1","_SW","_5.8","_1",2,148,2020,1,"08:38:19","0.006117927","13.97637668","258.912501","0.217197925",0.837706822,"35.10630323","35.33425806","2.831138801","49.54263149","RECT-909-20200527-06_22_07",339.4313126,2091.47,1752.038687,"0.724919942","RECT-910-20200527-08_38_20",791.843,1183.34,"0.330840671",0.5,"842.9987727","13.97637668","139.4491399","0.64633157","0.015719426","0.767429479","DARK-911-20200527-08_38_22",418.51,764.83,"0.511874534",0.54282828,0.463909195,0.518327595,"B1R1_SW",34.7,"no","no",6,NA,-0.65
"31",2020-05-27,"B1R1","_SW","_5.8","_1",3,148,2020,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1R1_SW",34.5,"no","no",6,NA,-0.38
"32",2020-05-27,"B1R1","_SW","_5.8","_1",4,148,2020,1,"14:02:44","0.006785863","10.43233126","250.9355126","0.154787894",0.837706822,"42.96186","43.50024667","4.249007154","49.5800456","RECT-909-20200527-06_22_07",339.4313126,2091.47,1752.038687,"0.724919942","RECT-1062-20200527-14_02_45",698.0279615,863.56,"0.191685625",0.5,"1348.774942","10.43233126","129.270384","0.327666867","0.007197206","1.421916254","DARK-1063-20200527-14_02_47",580.6,282.96,"0.58500155",0.812717176,0.315823275,0.700846396,"B1R1_SW",30,"no","no",6,-0.65,-1.4
"33",2020-05-27,"B1R1","_SW","_5.8","_1",5,148,2020,1,"17:28:09","0.010966076","14.04503242","264.9952127","0.258594068",0.801830668,"43.89067097","45.25473871","4.167015664","50.51825043","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-794-20200527-17_28_11",746.2283846,1107.59,"0.32625937",0.5,"1348.780791","14.04503242","220.0261854","2.129434177","0.010714565","2.274532995","DARK-795-20200527-17_28_13",-1250.95,2358.54,"0.153214114",0.516473649,0.929280938,0.866283829,"B1R1_SW",32.4,"no","no",6,NA,-1.11
"34",2020-05-27,"B1R1","_SW","_5.8","_2",2,148,2020,1,"08:40:55","0.007182489","12.26485425","287.0701509","0.257520785",0.837706822,"35.62766333","36.10358","2.818600261","50.46071375","RECT-909-20200527-06_22_07",339.4313126,2091.47,1752.038687,"0.724919942","RECT-912-20200527-08_40_56",790.21852,1125.79,"0.298076444",0.5,"842.9891281","12.26485425","125.6376009","0.481599588","0.013689304","0.85777987","DARK-913-20200527-08_40_58",583.61,542.18,"0.618930023",0.640430809,0.426740984,0.551175044,NA,NA,NA,NA,NA,NA,NA
"35",2020-05-27,"B1R1","_SW","_5.8","_2",4,148,2020,1,"14:05:10","0.006794554","11.05472048","237.1449327","0.147166065",0.837706822,"43.63335806","43.59165484","4.458988236","50.45238131","RECT-909-20200527-06_22_07",339.4313126,2091.47,1752.038687,"0.724919942","RECT-1064-20200527-14_05_11",753.25772,997.39,"0.244771133",0.5,"1348.769997","11.05472048","165.0699799","0.346153461","0.007658682","1.096943021","DARK-1065-20200527-14_05_13",652.14,345.25,"0.707117393",0.76013145,0.371044998,0.624461097,NA,NA,NA,NA,NA,NA,NA
"36",2020-05-27,"B1R1","_SW","_5.8","_2",5,148,2020,1,"17:29:35","0.00892187","10.94556169","267.4543751","0.198174459",0.801830668,"44.12247419","45.13589677","4.375036432","49.82073271","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-796-20200527-17_29_37",886.63008,1130.79,"0.215919773",0.5,"1348.771838","10.94556169","145.6132545","2.008843375","0.008416641","2.207350613","DARK-797-20200527-17_29_39",-1140.79,2271.58,"0.107484623",0.523541047,0.592532661,0.858306144,NA,NA,NA,NA,NA,NA,NA
"37",2020-05-27,"B1R1","_SW","_5.8","_3",2,148,2020,1,"08:44:20","0.007315625","11.96691973","294.5725705","0.27517129",0.837706822,"35.37151613","36.35017419","2.695839987","50.45112867","RECT-909-20200527-06_22_07",339.4313126,2091.47,1752.038687,"0.724919942","RECT-914-20200527-08_44_20",747.8078846,1021.54,"0.267960252",0.5,"842.9648761","11.96691973","112.9405401","0.924985806","0.013336261","1.047369658","DARK-915-20200527-08_44_22",76.63,944.91,"0.289691204",0.531024796,0.401302784,0.610677154,NA,NA,NA,NA,NA,NA,NA
"38",2020-05-27,"B1R1","_SW","_5.8","_3",4,148,2020,1,"14:07:53","0.009814344","13.84361976","262.9530325","0.243595096",0.837706822,"42.4292","43.32406774","3.972546812","50.46487455","RECT-909-20200527-06_22_07",339.4313126,2091.47,1752.038687,"0.724919942","RECT-1068-20200527-14_07_54",777.22908,1059.57,"0.266467454",0.5,"1348.778382","13.84361976","179.7027705","0.377549383","0.009726357","0.973885633","DARK-1069-20200527-14_07_55",659.53,400.04,"0.705781722",0.720630753,0.392064647,0.588971013,NA,NA,NA,NA,NA,NA,NA
"39",2020-05-27,"B1R1","_SW","_5.8","_3",5,148,2020,1,"17:30:43","0.008603538","12.13305157","256.7754512","0.19680828",0.801830668,"43.95243226","45.06484839","4.248627319","50.47343805","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-798-20200527-17_30_45",884.9961154,1624.42,"0.455192552",0.5,"1348.777567","12.13305157","306.976751","1.164138585","0.009297025","1.23269844","DARK-799-20200527-17_30_47",-266.63,1891.05,"0.39101234",0.514302152,0.816419115,0.688563686,NA,NA,NA,NA,NA,NA,NA
"40",2020-05-27,"B1R1","_SW","_5.9","_1",3,148,2020,1,"11:12:37","0.012763225","21.16331603","263.0376116","0.405149195",0.801830668,"38.15780323","39.3881871","3.249484977","48.2935191","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-612-20200527-11_12_38",783.43808,1206.85,"0.350840552",0.5,"1348.778546","21.16331603","236.6031047","1.252467167","0.01599216","2.005211915","DARK-613-20200527-11_12_40",-304.69,1511.54,"0.28011956",0.615533902,0.86743134,0.832151714,NA,NA,NA,NA,NA,NA,NA
"41",2020-05-27,"B1R1","_SW","_5.9","_2",3,148,2020,1,"11:13:47","0.011546942","21.27814603","258.2062442","0.380730825",0.801830668,"38.075192","39.439596","3.113787379","49.6300977","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-614-20200527-11_13_48",869.63332,1341.88,"0.351929144",0.5,"1348.790077","21.27814603","237.3392687","0.510723761","0.016077159","1.70280502","DARK-615-20200527-11_13_50",656.55,685.33,"0.689079246",0.769271687,0.757836017,0.785719519,NA,NA,NA,NA,NA,NA,NA
"42",2020-05-27,"B1R1","_SW","_5.9","_3",3,148,2020,1,"11:15:12","0.010911613","19.29159573","264.406931","0.358264144",0.801830668,"38.17153333","39.45896667","3.113573593","50.06694082","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-616-20200527-11_15_13",770.6151538,1119.3,"0.311520456",0.5,"1348.76496","19.29159573","210.0839375","2.529170017","0.014604592","2.240275172","DARK-617-20200527-11_15_15",-1711.6,2830.9,"0.123171022",0.469713999,0.87046835,0.862257161,NA,NA,NA,NA,NA,NA,NA
"43",2020-05-27,"B1R3","_NE","_5.14","_1",1,148,2020,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1R3_NE",NA,"no","no",53,NA,-0.18
"44",2020-05-27,"B1R3","_NE","_5.14","_1",2,148,2020,1,"09:33:03","0.014049596","20.41655565","252.9916718","0.360981271",0.801830668,"35.58707419","37.44515161","4.034392857","27.86853746","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-564-20200527-09_33_04",915.6626538,1764.85,"0.481166868",0.5,"842.9686888","20.41655565","202.8043017","1.94832422","0.02470213","1.055041505","DARK-565-20200527-09_33_06",-1673.65,3438.5,"0.246964475",0.351286391,0.811748267,0.640274616,"B1R3_NE",32.1,"no","no",53,NA,-0.41
"45",2020-05-27,"B1R3","_NE","_5.14","_1",3,148,2020,1,"12:21:46","0.012418501","17.47055032","278.172984","0.383618583",0.837706822,"40.54119667","42.04556667","3.286350642","52.57459399","RECT-909-20200527-06_22_07",339.4313126,2091.47,1752.038687,"0.724919942","RECT-1032-20200527-12_21_47",767.3733077,1088.97,"0.295321903",0.5,"1348.776618","17.47055032","199.1616385","0.998668467","0.012415422","0.92059469","DARK-1033-20200527-12_21_49",1.45,1087.52,"0.295715658",0.479660482,0.429059497,0.572190561,"B1R3_NE",33.4,"no","no",53,NA,-0.91
"46",2020-05-27,"B1R3","_NE","_5.14","_1",4,148,2020,1,"14:54:38","0.010674661","10.88106505","287.2026721","0.253467502",0.801830668,"43.49596","44.29469","4.144304242","51.3397912","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-746-20200527-14_54_39",749.34844,951.91,"0.212794865",0.5,"1348.781741","10.88106505","143.5069143","0.995031043","0.008368761","2.810066078","DARK-747-20200527-14_54_41",4.73,947.18,"0.213857514",0.738500487,0.868686095,0.919816852,"B1R3_NE",39,"no","no",53,-0.65,-1.26
"47",2020-05-27,"B1R3","_NE","_5.14","_2",2,148,2020,1,"09:35:16","0.014520748","19.68574846","261.427947","0.379798328",0.801830668,"35.5341","37.46243548","3.975418155","28.49118928","RECT-527-20200527-06_29_39",718.7284615,3626.84,2908.111538,"-0.406566687","RECT-566-20200527-09_35_17",880.7603462,1592.5,"0.446932279",0.5,"842.989719","19.68574846","188.379658","1.468213501","0.023834591","1.277450549","DARK-567-20200527-09_35_19",-745.63,2338.13,"0.304405509",0.465261054,0.814560354,0.699539881,NA,NA,NA,NA,NA,NA,NA
"48",2020-05-27,"B1R3","_NE","_5.14","_2",3,148,2020,1,"12:24:36","0.011905984","16.71544464","271.5568475","0.336790906",0.837706822,"41.08321935","42.16754194","3.55589711","51.67703689","RECT-909-20200527-06_22_07",339.4313126,2091.47,1752.038687,"0.724919942","RECT-1034-20200527-12_24_36",758.6513846,1076.64,"0.295352778",0.5,"1348.777724","16.71544464","199.1826242","0.996832739","0.011855567","0.942589909","DARK-1035-20200527-12_24_38",3.41,1073.23,"0.29629121",0.486015728,0.431341384,0.579228077,NA,NA,NA,NA,NA,NA,NA
